UUID,Name,Birthday,Gender,Class
84803ab9-cacb-4862-aa4e-aeb2494a6844,Trầm Hoàng Vân,7/23/2002 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
4bc92213-9432-4c00-bb4d-2c12a80442be,Nguyễn Hoàng Hiếu,5/10/2005 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
313afc34-6695-4a5d-a5df-5749c836ae8b,Trần Công Đạt,1/7/2004 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
4e85869d-ad58-49d3-93e0-f2d38e20b42d,Nguyễn Văn Thịnh,4/10/2001 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
37c22219-1173-4bb5-8c77-e2e244d48664,Trần Xuân Châu,2/9/2003 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
41d724cc-e37b-47a7-9d87-69516d5a4cb3,Bùi Như Châu,3/21/2003 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
15414161-16c1-49ec-958e-b929462e0972,Phạm Công Dương,7/19/2001 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
cf229ab6-0d10-4518-bf38-f19ef4e574ec,Trần Ngọc Thi,10/22/2001 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
a31130cd-df10-49b0-b473-b20e4638bf2b,Trần Thanh Mai,10/11/2004 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
39870aab-c448-4ff2-9e34-126af3e32897,Phạm Kim Hà,6/27/2002 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
072e4939-168f-46ac-b7e5-c7377d982156,Nguyễn Như Thy,9/19/2002 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
8ce8ad90-6bb4-4e2c-85c8-de472c5b18ab,Lê Thúy Thảo,5/30/2003 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
320d1021-6838-4e70-8345-04feb795a663,Võ Dương Đạt,9/21/2001 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
6212adbb-81f5-446b-bd27-1652e29ebac2,Hồ Đoàn Hoàng,6/23/2002 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
6bd227ee-fc72-455d-8931-d9a67bdb25a0,Lại Dương Thông,2/13/2003 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
3e4e6047-5602-4612-a8cc-d764e0bc93be,Nguyễn Bảo Huy,8/21/2005 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
f58a44ea-e598-4c71-8115-7fdcf7e65247,Đoàn Thu Vy,11/19/2003 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
bfdcd878-8d63-4ba9-b424-13f12a2e0922,Lý Trường Đạt,3/12/2003 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
f17dd633-3b97-4fc3-a244-ec89fabf1091,Phạm Anh Sơn,6/12/2002 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
ae1bf116-c313-42d9-bdcc-0c1cac8d399b,Trần Xuân Vân,9/8/2003 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
dc5607b5-20f8-45d3-9acf-1d9d93e71e0d,Đoàn Như Lan,11/21/2001 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
71e34af9-6097-46a3-899c-d6f5b5bfadae,Hồ Trường Sơn,9/24/2004 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
96cef111-9514-4fae-88d4-69323652456d,Kiều Xuân Sơn,2/21/2005 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
0a43cd16-79b9-4185-9d70-6324b310c152,Trầm Tiểu Kiều,10/28/2005 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
036b3fef-3989-48f8-8041-b4aeed2583c0,Lý Công Hưng,2/7/2002 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
2c68bccd-fb66-4a84-abd4-c2f0a42e511d,Hồ Thanh Hà,2/22/2003 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
a44edd59-272c-4a1e-a50c-9b5ddb71b654,Trần Hoàng Hùng,10/9/2005 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
17e99fa5-1ab5-4232-8e77-e67faf676cea,Kiều Xuân Ý,9/13/2003 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
269af2b3-2611-4c97-8518-009109b33c9d,Nguyễn Trường Hưng,6/9/2004 12:00:00 AM,Male,c2824efa-6427-4e9c-a7ed-587434ed3088
7570d1f6-1a73-4b05-b4b8-83a2bb3463dc,Trầm Ngọc Thảo,4/29/2001 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
02da202f-6a07-445c-87ad-09ced76f5280,Hồ Quỳnh Châu,1/31/2005 12:00:00 AM,Female,c2824efa-6427-4e9c-a7ed-587434ed3088
2d824473-f3ee-4af3-bc2f-129134f272bc,Đoàn Hoàng Long,3/16/2001 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
8faeabe9-ddbb-40fe-a66a-b51b17305f26,Kiều Kim Hoa,9/20/2005 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
d4ed623a-10e7-4edc-8ddc-7397fb437858,Lại Minh Huy,2/23/2001 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
b523c8de-0545-4d94-89f8-1b81aff5f27e,Trầm Tử Giang,3/28/2005 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
e4dbec31-3555-40ae-a391-7694eda3ff5a,Đoàn Đoàn Long,7/28/2004 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
a03a1de1-79ed-4bba-8864-2dab4863088e,Lại Xuân Châu,1/22/2002 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
8eb9ac36-a9a2-43ab-b544-40c66b22774b,Lý Tiểu Ý,8/31/2004 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
8400abc7-d62e-4325-8709-9bdc5684c823,Nguyễn Anh Huy,11/13/2005 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
b4080f62-4a2e-4475-80c9-fda62c1e686d,Hồ Công Hưng,1/13/2001 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
ed5835a4-bb9e-4a3a-b701-eaaafa162a24,Hà Bảo Yến,8/31/2003 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
1c1ba85b-c1ba-41b9-9e39-247fe9f9f53a,Hà Công Hưng,2/25/2002 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
fb97ac52-10a6-41fe-86be-77b0d9318fb5,Võ Như Thy,4/4/2005 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
9b3b950e-2e06-4bb2-8bbd-54f6b325dccf,Võ Nhật Ý,9/14/2002 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
5b25d7ca-0125-490f-925e-3ba509220bb3,Phạm Xuân Việt,4/29/2003 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
9dbe07d2-b407-4c30-bd4b-3393421ecb63,Võ Như Châu,10/7/2003 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
3f5dd6e7-72d5-471a-a38e-fbd5627e82c5,Phạm Đức Hòa,2/11/2005 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
ff0af7ff-518b-4223-93f3-4701570f4f40,Võ Kim Thi,4/22/2001 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
59285685-5cdb-4097-8acb-7044b5f1e274,Nguyễn Kim Linh,8/3/2005 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
e76a6eca-e1d6-40e7-8136-520955d3717d,Kiều Tử Châu,3/30/2004 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
7879bc5c-c912-4c97-aa5a-2a80787c8b9a,Lê Kim Kiều,8/4/2001 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
3f59c85e-4af4-43b1-be50-f9faa0a7aa18,Hồ Tử Ý,8/22/2004 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
7e74add9-2bdf-42e5-a61e-c42705f297a1,Nguyễn Dương Thành,10/14/2001 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
3f847978-422c-4bc6-9ed1-5b6afffec96d,Lê Minh Thịnh,4/29/2002 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
3db8e586-0c4a-4e31-9005-1a6f4a915d25,Kiều Như Ý,4/2/2005 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
ea593e36-fe6c-47f5-beef-345825de8e88,Lý Diệu Thảo,6/1/2001 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
d697d633-dc50-42b3-a962-19ec982a05cc,Hồ Thu Yến,6/10/2002 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
b7fdb659-9ca1-45be-b6b2-4faa4a4e9a01,Bùi Bá Hùng,1/12/2002 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
7a6994f2-4c72-44d7-8b1f-4a70c643f9bd,Phạm Kim Yến,3/11/2005 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
86564d22-f853-4d5c-816a-7f387629c9d1,Bùi Minh Hiếu,9/2/2001 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
43d84fff-7fd6-461a-b33f-a32a192f3fdb,Phạm Minh Việt,12/26/2002 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
ced9d388-eb66-478c-8f1a-27eb8699df42,Trầm Đặng Kiều,8/16/2005 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
1c70b29a-2fa8-4093-a547-28564a6586d2,Trần Nhật Vy,11/6/2001 12:00:00 AM,Female,a0e26b12-f254-489b-8e47-3c339bcf06f2
dc9139e2-cd14-4f1b-8ded-94e7dbfb6466,Lê Dương Việt,8/13/2001 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
a5e758c1-f5e4-450f-a687-45d3acaeefed,Phạm Minh Thành,11/15/2002 12:00:00 AM,Male,a0e26b12-f254-489b-8e47-3c339bcf06f2
1d1f1dfa-b58d-4815-9d06-ada7e4800ba4,Phạm Bảo Đạt,10/31/2002 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
a9af6e32-3f77-4eac-93a8-334826660acb,Kiều Hoàng Hà,5/17/2004 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
acaa72e2-4c73-4e18-9128-1588eb5ac02d,Lại Bảo Mai,7/16/2001 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
f2110870-65d1-400e-837a-d7df08e15f22,Hồ Minh Tuấn,4/26/2002 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
5c554784-b674-48d9-a92e-cec90ad9bddc,Hà Thị Vân,4/5/2002 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
35459ec0-f935-4c35-bb3f-3e549650a18b,Kiều Diệu Yến,8/30/2001 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
ae1544ba-87ab-4d68-8031-7a43d188aa25,Nguyễn Kim Vân,8/5/2001 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
1d3c5f52-0b8d-48c0-877e-cf46e9ae336c,Hồ Bảo Hà,3/4/2004 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
3b611dea-c5cb-49e5-9798-bcf41a2b1eaf,Hồ Đặng Kiều,11/4/2003 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
da548465-cecb-40ca-8ecd-444fd918b4f4,Trần Tử Linh,7/27/2005 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
b90c4551-8d25-4282-8e06-2005f99dadad,Kiều Thu Thi,1/1/2004 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
b25e5c84-9a15-44d8-b91f-ec730a51ab22,Hồ Tiểu Mai,6/20/2004 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
1eb51193-82e7-4c5e-9b47-4187c7365af0,Nguyễn Xuân Đạt,4/15/2004 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
a82c4ad4-c34e-4bb4-a793-c090b88debfb,Lê Thế Huy,10/30/2005 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
ebb80829-194f-4f31-ac68-711dc524f8c5,Lại Minh Hưng,1/30/2002 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
44e2face-66ee-44ae-995c-4900845e13ee,Nguyễn Đức Hoàng,5/27/2003 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
7a941cf3-1b13-45cd-afdf-88cabe1392c0,Lại Nhật Hà,10/10/2001 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
a19a2858-f1e3-4cb6-9ac4-824aea90ae15,Lý Xuân Kiều,5/5/2003 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
15aea499-8982-4537-af32-075c49befad7,Võ Thu Mai,11/22/2001 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
c5378ddc-a8ec-4276-9696-aa2f87fee91a,Nguyễn Trường Việt,4/25/2001 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
933e5eb7-4784-43cd-a34a-b46472d2507a,Bùi Nhật Kiều,1/6/2001 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
cf46a4e3-ea39-4a7f-9c7e-9805f63beadc,Đoàn Ngọc Kiều,8/25/2002 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
e61392be-fd6e-4a4f-b5d0-c806109a16a6,Phạm Trọng Thông,5/23/2005 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
f26e3414-f31b-44b3-a605-8384a130ec8e,Lý Dương Hưng,4/22/2003 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
adedcf63-456d-450b-a824-95fbf5ac0785,Trần Xuân Long,11/19/2003 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
2bc40667-a5cd-4d5e-b509-f681bd3b9ad6,Trần Thúy Hoa,9/10/2003 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
8a5eb23d-6b43-410a-b7c5-0325b8b623b1,Đoàn Công Khánh,4/13/2001 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
d59a499a-7b73-4bc1-899c-7076c99d5a81,Kiều Nhật Thi,1/26/2003 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
08ce4f03-04c5-4365-b986-881a0b30924b,Trầm Công Dương,11/8/2002 12:00:00 AM,Male,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
7f72d727-9298-49e3-895c-d430d78f17dc,Trần Tử Yến,2/29/2004 12:00:00 AM,Female,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4
