UUID, Full Name, Birthday, Gender, Class ID
8b25efad-94fd-47be-9647-6a1372d0d242, Trần Tử Yến, 29/08/2005, Female, 1acce366-4d95-41b9-ac11-8ace7d740e08
893f0235-d485-4671-b5d2-fb361c294057, Hồ Bảo Đạt, 21/11/2003, Male, 1acce366-4d95-41b9-ac11-8ace7d740e08
25228ce7-a119-4280-a34e-718766b4f130, Trầm Xuân Yến, 13/02/2003, Female, 1acce366-4d95-41b9-ac11-8ace7d740e08
e836c6f2-69ec-42f7-91ee-580a84319d93, Võ Thúy Vân, 07/12/2004, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
78f06ca1-1176-4b00-8a16-faad438c3db5, Hà Thanh Hoa, 31/05/2002, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
accf0c51-cf82-44fb-adff-43828fdba930, Lại Đặng Ý, 10/12/2004, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
12bc0331-a6a4-405a-9932-5349b654837a, Hà Anh Dương, 27/01/2003, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
bc04dc8a-6970-4c41-960c-8006d555d626, Võ Công Tuấn, 11/04/2003, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
110fcc75-3763-43e3-98a1-c46a82df1e79, Nguyễn Công Huy, 10/04/2001, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
b048b34f-5ba6-492b-a9b9-be324d7b440a, Trần Công Thịnh, 09/08/2004, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
2ad5ee44-d206-449c-9400-368c7c21c20b, Trần Quỳnh Linh, 06/07/2002, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
7e5c9518-1684-4b69-9f65-a350b355beb1, Trần Đoàn Long, 07/08/2004, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
f9b812e5-3347-49cc-b49b-b1bc53ae3a7c, Trần Dương Hoàng, 05/03/2005, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
2c79b9c6-3476-4c6b-8372-b9b4f76b1226, Lại Thị Thi, 18/05/2004, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
e47b770a-2c2e-4d13-bc83-10a175f369b8, Trầm Thu Kiều, 17/12/2001, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
d3fa747d-b357-4162-a28d-e0b28363d53f, Trầm Trọng Hiếu, 24/11/2001, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
7074c042-e9a0-4ec7-9820-61d51ba3364b, Lý Thế Hòa, 01/03/2005, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
c6ad1487-742b-4a52-ae36-6aa177283a40, Trầm Thu Ý, 11/11/2004, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
716adb04-9780-458c-9bb4-b628d35f95a4, Lê Đức Thành, 29/10/2003, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
7e5a52e1-fd73-4d6e-b590-6e80eea60ab8, Nguyễn Văn Hoàng, 19/03/2001, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
6bcd6289-70b5-4635-8e0d-e9c67ac08c6c, Bùi Bá Đạt, 04/09/2002, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
c1a6e2c9-37dd-40a4-af3f-56bd0c9ba950, Bùi Dương Khánh, 13/07/2005, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
00611ca1-9099-484f-95a7-3946c02521dc, Trầm Minh Hiếu, 31/10/2005, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
1b7014d7-cf9d-417b-a499-641579247601, Hà Trọng Đạt, 06/01/2001, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
5a29b65f-b0ea-49e7-a2c2-22295f0a1c95, Lại Thu Giang, 29/03/2004, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
7ea1448f-c2b2-4bc9-8fe6-1c710b0e3029, Trầm Bảo Tuấn, 28/02/2002, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
8d1c5404-9623-4e39-9a44-90bb6a22eeba, Phạm Diệu Kiều, 01/07/2005, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
3e4a425a-0ec0-40e9-b056-4f3bad90387c, Hà Diệu Lan, 09/05/2005, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
af75f028-1a4c-4636-b715-7c0f5371c89b, Phạm Hoàng Mai, 03/08/2001, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
37e42ead-63d8-4c72-9deb-babfc532e5c4, Nguyễn Anh Dương, 22/11/2004, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
97507786-08ad-4fe0-844a-28a18369e11a, Kiều Ngọc Kiều, 08/12/2005, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
98bc5fb8-00e3-45bb-b6fd-0a2d0315c918, Đoàn Thanh Lan, 08/12/2003, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
c9d8692a-73ec-4319-9f37-390fade4bdc8, Lê Bảo Long, 18/09/2005, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
41d66085-d9f2-45ed-879a-e55e26765459, Hà Anh Dương, 22/06/2004, Male, 5257e919-5eb4-45f1-b2c5-2345b59e4643
c6223fea-6b8c-471c-b228-f302f4e90871, Bùi Thị Yến, 14/05/2002, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
59ffd603-c72c-423a-b0e2-5d2cd80a2a9c, Phạm Tiểu Kiều, 27/10/2005, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
5faed5b1-3b5f-41ef-8469-82cfd1d84fa1, Võ Bảo Vân, 08/05/2001, Female, 5257e919-5eb4-45f1-b2c5-2345b59e4643
c2c3696e-18bd-4eb8-8b5e-d175b5e75fa1, Đoàn Dương Dương, 13/08/2005, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
f10bef44-bdd2-40bb-8b01-e56afd187a38, Hồ Xuân Thảo, 31/05/2005, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
98b717e9-4942-4330-8e98-c45096dbea6b, Lại Bảo Long, 13/01/2004, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
dcfc6df5-a6dc-4bcb-8e8e-760b5eeb37cf, Bùi Thanh Hoa, 09/11/2003, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
3868cd81-b7fd-482c-823d-665e4d1545d0, Lý Nhật Thi, 05/10/2003, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
a2858db7-2f1a-4f46-961f-a613b3a96989, Trầm Thanh Yến, 17/10/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
8cbc392a-57c3-4f3e-8fe2-17add4786394, Lý Quỳnh Vân, 10/01/2003, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
2c0c75c0-f2b6-4716-876c-bc34a088976f, Kiều Minh Hiếu, 22/11/2005, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
692a1c02-aace-4b8d-b9a1-cbe14978cbbc, Võ Hoàng Giang, 14/09/2003, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
5aeb928d-ee95-4294-9e9e-725de0fcf39e, Phạm Trường Tuấn, 07/07/2004, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
0d6a1f8e-f4a5-4ce9-aa14-3bb85511b157, Lý Như Kiều, 09/11/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
299ea1cc-d4b2-4933-87a4-9b07c7dedf9a, Lại Hoàng Tuấn, 29/05/2003, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
8988ec0b-d295-4ca3-8f5b-b03371ae3255, Võ Thanh Yến, 25/07/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
debe8a6f-724b-4094-b3b0-f9f115e732b2, Lại Bảo Long, 21/11/2002, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
48f84ff7-426c-4414-8093-c3d2e2001313, Lê Bảo Thông, 27/10/2003, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
7d55dc26-7fa2-48f2-a8dc-6ede021fda02, Kiều Kim Linh, 02/06/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
76d72ffb-0cca-44c6-992d-d0354f03d0aa, Lại Minh Hưng, 25/02/2004, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
a74e3d82-788f-4253-80eb-9dae9f0c0e98, Phạm Đoàn Hưng, 10/01/2001, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
f9150013-708d-42b0-812e-302f79cb9eac, Phạm Văn Hùng, 19/09/2005, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
94028f10-1080-449d-abea-4d8089aa9992, Bùi Kim Yến, 10/07/2004, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
348b9d65-34e1-4bd7-87ed-856aad60f76c, Lại Trường Long, 06/06/2003, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
fcf1651d-0909-4250-ad76-2e544ce7ab46, Hồ Quỳnh Lan, 14/06/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
029401f2-7e15-4676-abe7-1e81ff77c187, Lê Thanh Kiều, 08/07/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
8f5673f6-fde2-42f0-9211-c53831d98ffc, Bùi Quỳnh Hà, 13/01/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
87a8a107-54e7-414c-9e65-b8023a297d57, Lý Bảo Lan, 20/02/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
0df82f40-ff6a-4040-9d9f-80e85710c248, Bùi Diệu Vy, 01/03/2002, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
774e3e70-f1a0-4bb5-a116-c58cf6219611, Phạm Trường Hưng, 19/11/2002, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
d9afbd69-3b43-480c-a68b-6a5d12e3ac38, Lại Thu Lan, 26/08/2005, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
a961a4fa-66f4-4f51-ab65-f6310f5cae6d, Trần Tiểu Yến, 22/04/2001, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
1b35696e-ffc6-4e9d-a266-f10b5a5a6519, Phạm Trọng Đạt, 08/06/2003, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
6bdc9fd1-a350-440b-868c-ed9205118ae5, Trầm Đức Hùng, 27/04/2003, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
136d9191-83fb-4375-b2de-9dd169e707ab, Lý Trọng Khánh, 03/10/2004, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
10434452-28a2-49e4-b5dc-6ca7400aa984, Lê Thanh Thảo, 24/09/2003, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
13bd0b67-0eff-4085-b2b1-b73121299b3e, Bùi Xuân Khánh, 29/04/2002, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
307da6fd-b41d-479c-a2ed-fde88f188c17, Hồ Xuân Châu, 25/01/2004, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
7adb4168-01dc-47cd-9d47-bc3ebe8742a4, Trần Dương Hiếu, 13/02/2003, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
949bcf9c-2552-4da6-a14e-c1adaaca6f82, Hồ Thúy Thy, 25/02/2005, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
4fb0727e-fd20-4404-881d-76bd36df7ea9, Trần Văn Thông, 27/10/2003, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
c59863f2-da67-49ce-9e6b-1ca18af44866, Phạm Minh Hưng, 06/06/2004, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
9ffb97d2-5012-4ae5-b65c-63af539a9505, Lại Trọng Thành, 14/03/2005, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
213a0331-275f-4938-b47c-2d1c3036bb20, Lại Tiểu Thi, 16/09/2001, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
8163ef47-8f39-486b-933e-803c6f614636, Trần Tiểu Kiều, 12/09/2003, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
603de66b-77a2-446b-b70b-bb4ccf3dac3e, Lê Anh Sơn, 15/08/2004, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
9e101c78-8899-4ce2-9c4b-50e17968614f, Trầm Hoàng Hùng, 22/02/2002, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
8e90e0d2-9bde-48a2-a9b0-2e5d304a8116, Trầm Văn Hoàng, 19/05/2005, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
f39d8bed-0c0a-4a98-bd70-3ea624a3166b, Nguyễn Như Thy, 12/10/2005, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
6ae5fd46-efca-4c21-b6f1-b0fe317f3069, Hồ Hoàng Long, 02/06/2004, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
624ed18c-5cf5-4710-9658-f53042d63e04, Hồ Đức Hoàng, 27/09/2001, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
c3a3d244-5c44-483e-a47a-0792b4c1c12f, Lại Trọng Tuấn, 06/08/2002, Male, bdd0b7b8-3dd1-4105-9b52-a21df0560701
cef2f311-da31-4339-a34e-92624352f6ac, Đoàn Thúy Giang, 02/12/2005, Female, bdd0b7b8-3dd1-4105-9b52-a21df0560701
76f407c5-d6c6-4013-a48b-231199ff4e9e, Nguyễn Diệu Châu, 26/08/2002, Female, 3602ed45-40e5-450e-9b40-57278d81b456
edf077c0-75b7-4b44-8d9b-19d56178508f, Phạm Công Việt, 15/01/2005, Male, 3602ed45-40e5-450e-9b40-57278d81b456
7a5140aa-2295-4de5-9fab-7ce909a3d412, Trầm Đặng Hoa, 15/02/2005, Female, 3602ed45-40e5-450e-9b40-57278d81b456
23978c32-7f7c-43f2-912b-7faf6fb3b496, Võ Thị Thi, 14/03/2005, Female, 3602ed45-40e5-450e-9b40-57278d81b456
95fc8243-3262-49f2-b48b-a4ad4097ca24, Nguyễn Đoàn Dương, 05/02/2002, Male, 3602ed45-40e5-450e-9b40-57278d81b456
503a963a-49a4-494d-ab29-e61c6bf6f593, Kiều Văn Thành, 16/07/2001, Male, 3602ed45-40e5-450e-9b40-57278d81b456
9c71065b-c822-4202-a82f-2bccff34800e, Đoàn Trường Thịnh, 22/08/2003, Male, 3602ed45-40e5-450e-9b40-57278d81b456
7fd7fb46-824f-4d82-9eb9-3905efda8366, Đoàn Thế Thịnh, 01/07/2005, Male, 3602ed45-40e5-450e-9b40-57278d81b456
327f6383-7606-42c2-9ac0-ab795b06fdfd, Hồ Nhật Vân, 06/10/2005, Female, 3602ed45-40e5-450e-9b40-57278d81b456
8ed636ee-a714-495c-ab37-bb88232e4db8, Trầm Kim Linh, 26/03/2003, Female, 3602ed45-40e5-450e-9b40-57278d81b456
d8d68ebb-db8e-445d-98e6-ee6db42875fd, Lại Đặng Vy, 10/06/2005, Female, 3602ed45-40e5-450e-9b40-57278d81b456
bcd7f4a1-8254-4c11-9f39-7358239b39b1, Lý Bảo Tuấn, 02/08/2003, Male, 3602ed45-40e5-450e-9b40-57278d81b456
afde4369-d248-40d1-8d51-275433873685, Kiều Như Giang, 25/01/2005, Female, 3602ed45-40e5-450e-9b40-57278d81b456
e8318a9a-387a-4394-a976-9f5edb798fd7, Kiều Bảo Mai, 25/02/2005, Female, 3602ed45-40e5-450e-9b40-57278d81b456
7602df34-cc08-4691-859d-ddc07e7b5c7f, Đoàn Thị Lan, 22/05/2004, Female, 3602ed45-40e5-450e-9b40-57278d81b456
6dc467b4-5627-434f-a975-1e95e4fed4e0, Bùi Thanh Thảo, 01/02/2001, Female, 3602ed45-40e5-450e-9b40-57278d81b456
0bc04c58-ef38-491b-b080-cc53d2373d69, Phạm Thu Mai, 01/07/2003, Female, 3602ed45-40e5-450e-9b40-57278d81b456
3a76c376-f115-462b-b747-e9f2d980d921, Đoàn Xuân Hoa, 08/11/2004, Female, 3602ed45-40e5-450e-9b40-57278d81b456
7da653e8-f4b8-4cae-aa8e-0ce95970bd6d, Nguyễn Công Hòa, 21/02/2005, Male, 3602ed45-40e5-450e-9b40-57278d81b456
62ac933d-ce7a-4264-9011-b13eb3d756ba, Trần Bá Đạt, 12/11/2001, Male, 3602ed45-40e5-450e-9b40-57278d81b456
3f0978f7-198e-4a93-b768-6306dcbb7f6f, Trầm Diệu Hoa, 10/08/2004, Female, 3602ed45-40e5-450e-9b40-57278d81b456
079dd04a-4403-43ba-9b30-1f5d6b13eca6, Lại Thế Hiếu, 29/10/2003, Male, 3602ed45-40e5-450e-9b40-57278d81b456
787ad05f-11aa-4b46-b56a-52e2118447e3, Bùi Ngọc Mai, 03/02/2004, Female, 3602ed45-40e5-450e-9b40-57278d81b456
fc459dfd-72c2-4742-9864-224977cad450, Võ Thế Huy, 12/11/2004, Male, 3602ed45-40e5-450e-9b40-57278d81b456
f2f2e003-d4e9-4821-9cb4-9e0512ed9394, Hồ Xuân Hòa, 23/09/2005, Male, 3602ed45-40e5-450e-9b40-57278d81b456
b551cdc6-442c-4236-bab2-bf87b8c1dcaf, Hồ Đoàn Hòa, 06/07/2004, Male, 3602ed45-40e5-450e-9b40-57278d81b456
c31e4119-f764-4439-a0cc-530d6077175d, Nguyễn Thu Yến, 28/11/2002, Female, 3602ed45-40e5-450e-9b40-57278d81b456
54e25d0c-374d-4116-bc0d-71bdef9e0797, Phạm Quỳnh Vân, 07/03/2005, Female, 3602ed45-40e5-450e-9b40-57278d81b456
91cc9107-a96b-4d05-b20f-6b56687e9b0a, Kiều Đặng Yến, 02/10/2002, Female, 3602ed45-40e5-450e-9b40-57278d81b456
29f5b6d1-08c7-4c3d-a1c6-137a0c11e5bd, Nguyễn Quỳnh Thảo, 01/12/2004, Female, 3602ed45-40e5-450e-9b40-57278d81b456
c8487010-89bd-4ff6-a9bb-32e7914c1c22, Lê Dương Khánh, 20/10/2001, Male, 3602ed45-40e5-450e-9b40-57278d81b456
2bc24bc3-99f2-40e8-b215-ede773f4a07a, Đoàn Dương Hưng, 22/11/2003, Male, 3602ed45-40e5-450e-9b40-57278d81b456
bacf049d-fbbb-4f90-9573-db41012670ba, Hà Tử Vy, 04/08/2001, Female, 3602ed45-40e5-450e-9b40-57278d81b456
9ad60418-c4d4-41e1-9c3b-784d8ec2b02b, Bùi Hoàng Linh, 29/06/2004, Female, 3602ed45-40e5-450e-9b40-57278d81b456
3f68c1fc-1475-42cc-a236-368b82e44635, Đoàn Dương Tuấn, 15/04/2001, Male, 3602ed45-40e5-450e-9b40-57278d81b456
9200da36-06e7-48e3-b686-4322f9d39f17, Bùi Anh Huy, 10/08/2002, Male, 3602ed45-40e5-450e-9b40-57278d81b456
70933fdb-070b-49c6-b153-fc88c5e4ac8e, Hà Quỳnh Giang, 02/05/2003, Female, 3602ed45-40e5-450e-9b40-57278d81b456
717fefb1-2722-438a-a8ff-11d2dfb1c1dd, Đoàn Nhật Vân, 22/09/2005, Female, 3602ed45-40e5-450e-9b40-57278d81b456
0765268c-54ef-4da5-a881-d611d4bcc7a6, Bùi Quỳnh Vy, 28/11/2004, Female, 3602ed45-40e5-450e-9b40-57278d81b456
68cbeee0-bcda-4418-9838-b8f4f29cddd5, Lê Đặng Vy, 26/10/2003, Female, 8178f698-78ff-40f4-b4a9-617e81566a71
60a94ae6-6a75-4896-b336-e4eb1bc31c99, Lại Tử Thy, 07/01/2003, Female, 8178f698-78ff-40f4-b4a9-617e81566a71
35dfb628-8ea9-42ab-89a7-2f42e003a8be, Kiều Nhật Thảo, 09/10/2005, Female, 8178f698-78ff-40f4-b4a9-617e81566a71
8a7514b8-330a-469b-bf2e-7d9340c45566, Hồ Bảo Hưng, 18/08/2001, Male, 8178f698-78ff-40f4-b4a9-617e81566a71
d0992c13-ed8a-436a-86bc-dc8adb05974b, Hồ Anh Tuấn, 29/10/2003, Male, 8178f698-78ff-40f4-b4a9-617e81566a71
cd8da88c-6c4b-4596-af26-1896b41507d7, Phạm Văn Dương, 30/09/2001, Male, 8178f698-78ff-40f4-b4a9-617e81566a71
1c69d504-832d-4751-a052-aadfbbc3d0ff, Trần Trọng Sơn, 16/10/2003, Male, 8178f698-78ff-40f4-b4a9-617e81566a71
07bcadf9-d5ff-4861-b849-a99b7e51f76e, Đoàn Xuân Vân, 29/12/2004, Female, 8178f698-78ff-40f4-b4a9-617e81566a71
791fd735-f2c6-40ae-b302-23966b9ec34d, Nguyễn Bảo Thy, 02/03/2002, Female, 8178f698-78ff-40f4-b4a9-617e81566a71
91314670-e5c2-497e-9c00-f8af6e994a4f, Trần Bá Thông, 09/12/2005, Male, 8178f698-78ff-40f4-b4a9-617e81566a71
210bfe68-cdb0-4d9a-a6b4-0a66d1bfe42f, Lại Nhật Ý, 02/03/2001, Female, 8178f698-78ff-40f4-b4a9-617e81566a71
2d9df3a7-cb39-45a7-86fb-774257b86de7, Đoàn Tiểu Linh, 11/03/2001, Female, 8178f698-78ff-40f4-b4a9-617e81566a71
