UUID,Name,Birthday,Gender,Class
7dc59a7b-09af-488e-aa40-dd01a6e48e78, Bùi Xuân Châu, 07/03/2005, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
e41d0450-2f8c-4365-9a78-21291bb3b3fc, Hồ Thị Châu, 01/05/2001, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
8916911f-1a4d-4d10-ab84-f9a5d8d6f66a, Trầm Đoàn Hưng, 27/03/2002, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
6211a79b-8b67-4110-af04-2572ff52bba7, Võ Minh Thành, 04/04/2005, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
d4453b58-2964-48a3-996a-950900ac0cb5, Lý Xuân Khánh, 23/04/2003, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
3a20e01f-c5c4-48fc-8721-4a2b07d80697, Đoàn Xuân Thy, 20/11/2005, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
193ee63c-265c-4827-b17a-e3af130904c4, Lý Thanh Vân, 28/03/2005, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
c93222a9-958e-41f3-90ed-bec690480af8, Bùi Ngọc Lan, 05/05/2003, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
9f1c4d31-b22a-4233-95d5-ca35b5ddd5ad, Trầm Diệu Vân, 18/06/2003, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
1d61b850-6b74-4771-9e63-369065a0e69d, Võ Dương Tuấn, 22/08/2003, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
8d2da77d-a7ff-4a2d-a428-b66f9515d170, Trần Trọng Đạt, 09/02/2004, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
5583f1c8-b999-47ea-ab26-7c7ba2440b13, Bùi Hoàng Linh, 04/11/2004, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
b5065af3-e0ea-4a91-8561-5aa595c6d477, Phạm Anh Thịnh, 20/10/2002, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
d4c8efb2-ace8-455d-bfe0-5f4b062747e9, Lê Nhật Vân, 16/08/2002, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
de8b8979-9756-4d1b-8f7e-aba0f0421fc8, Lý Thanh Hà, 24/09/2005, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
5cb67da5-261f-4758-9d6b-fdecf5da7841, Bùi Diệu Vân, 27/02/2003, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
0d603e65-480f-4d51-8856-b9081d7dab23, Nguyễn Quỳnh Ý, 08/09/2005, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
7780b036-ed36-481d-99ea-1f93f0fa3fae, Phạm Đoàn Hùng, 31/08/2005, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
6096a0ab-434f-4f01-b89c-1ea73c378dea, Lại Trọng Khánh, 12/05/2004, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
289dc34b-73f8-442d-8623-efb82fcc6c6c, Bùi Trường Khánh, 03/10/2001, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
722948a3-a8c4-4a21-a8e4-cd14ff8ab9d2, Kiều Đức Huy, 10/12/2001, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
c2c7538a-71a5-47b2-8eb7-0521ccbef37b, Lý Trường Hiếu, 18/05/2005, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
26ca8534-35e5-47cb-b9fb-cda275c185cf, Nguyễn Thanh Yến, 03/12/2001, Female, b11495ff-8a69-40c9-82e7-754e383bf32e
5d9c8ff7-b144-4a28-a150-37b1cd96a963, Nguyễn Minh Long, 05/06/2005, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
2ea7f73b-1895-4620-987b-0364905c902d, Hà Dương Hoàng, 26/02/2004, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
3ac5cd5b-a191-4198-8b6c-767cbb7fd699, Trầm Bá Thông, 10/05/2002, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
b04df1ce-b85d-4596-8726-e126290db150, Đoàn Văn Hiếu, 02/10/2005, Male, b11495ff-8a69-40c9-82e7-754e383bf32e
8540c456-7aa7-4ddd-9b68-d9c5b769336e, Hồ Nhật Hà, 15/05/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
17f6bb69-f88a-4cc9-9226-4f35315d3075, Kiều Bá Hùng, 26/12/2001, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
80487c7e-94e3-45f4-893c-302b40b0679b, Hà Xuân Hoàng, 09/09/2004, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
4754aba8-30d9-4659-9cef-45da1ba7b422, Trầm Hoàng Ý, 27/04/2005, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
19ed17e0-428b-4a26-8a06-951969d287e8, Hồ Thúy Yến, 23/12/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
07daaa4c-6d28-43c9-a051-af68208ed8f1, Phạm Thanh Hà, 08/08/2004, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
3bc1d737-2761-462a-a55a-9e18498daf83, Hồ Xuân Ý, 17/11/2002, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
b59a4142-0d13-4e7c-ba9e-f54c1722c34a, Nguyễn Thanh Yến, 07/12/2004, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
c2cc2491-b603-48de-aa05-d42dc5f3cfbb, Võ Thị Thi, 23/02/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
0c110245-6399-40ad-af8a-a60ff3502a7a, Lại Hoàng Đạt, 25/03/2003, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
793f1226-881f-4db0-b9c1-4c8226ee1016, Lại Anh Hưng, 11/05/2003, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
d94fbee3-d1a0-4566-8c04-a83de3fdac5f, Trần Thanh Thy, 25/04/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
ad96abca-e684-4c18-ad1e-8be9a404ea52, Trầm Thanh Kiều, 12/08/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
87bb515f-0be6-4976-b08b-d49291404296, Trần Văn Hòa, 30/12/2001, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
0e72f6c3-0d35-43cf-9f40-6a0233cdeaba, Hồ Công Hoàng, 26/12/2004, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
7c45483e-8d0f-4099-9ac0-5716616f05da, Lý Đặng Kiều, 22/04/2005, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
4016a8b3-c5d6-48f0-b4a3-42d922d88eac, Lý Xuân Hoàng, 19/12/2004, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
1b580fe1-cfbf-4a12-92a4-d64d6d800d24, Lê Xuân Dương, 21/05/2002, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
87d4f78f-4a57-4d7f-8017-1af763d37515, Hà Thế Thành, 12/05/2001, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
8486955b-bf26-4c91-bb10-b84c149b610d, Trần Đức Khánh, 02/01/2001, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
732311ae-021e-4620-9a15-d49aa7c80449, Lý Kim Mai, 22/04/2004, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
51c8f0dd-1784-4e6e-9274-de23311b48d4, Võ Đức Sơn, 29/04/2001, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
a385f065-e001-427e-80de-a66825694cb0, Kiều Đoàn Hoàng, 09/02/2005, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
7dbef91d-b18d-4386-8872-d1f7c643d772, Kiều Tiểu Thi, 19/05/2004, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
859f46ce-789d-4dd5-86fe-9776cf0585f2, Lý Đoàn Tuấn, 29/01/2005, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
0307ac5e-1c55-42fa-ae82-d0f125f11ff4, Hà Bảo Lan, 22/02/2003, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
4f1662ab-40ef-4849-93d9-ba37216165b9, Kiều Đặng Yến, 16/03/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
d6ed747f-87ed-4b47-b044-03ba2eeeb778, Lại Thị Giang, 15/12/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
1da31407-aaf9-482d-b24c-8fae35f2c072, Lại Đoàn Thành, 05/09/2001, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
8cb18e54-bab6-4df7-b4d6-1a771830905b, Hồ Tử Mai, 02/02/2003, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
6e486b76-3a99-4e23-bc78-cab8d61324ac, Lại Thanh Giang, 08/08/2002, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
bbf37b68-fe60-4da0-84bc-94a7f87da03c, Trần Thị Vân, 05/06/2005, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
d56e9200-4cff-4bcf-9852-206bcde12190, Trầm Anh Hưng, 05/02/2004, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
2adcbaea-094f-4a4d-87e1-710b4e9bf6ca, Hồ Văn Hưng, 01/08/2001, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
c2b77930-53ed-42c7-83bc-efcd04d94c46, Nguyễn Thị Thy, 20/06/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
e71e841a-36a5-4a8d-91fd-727f9d0ec187, Bùi Nhật Hoa, 20/11/2004, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
065a0ca4-cdd9-4531-8d64-9a4856a6f5b8, Lý Minh Hưng, 08/08/2004, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
fff8a0c9-7eb6-4394-a96d-c5570dc28682, Nguyễn Minh Khánh, 16/02/2002, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
d8662c73-3633-4f99-b336-f3af81c5e3c3, Kiều Hoàng Vy, 10/03/2002, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
1b003be1-4775-4f56-88c0-0e81eee96a89, Hồ Dương Huy, 06/10/2003, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
b2c7e37d-a4aa-4eaf-a396-4be36d537d59, Đoàn Thanh Vy, 05/09/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
d18b41d2-5430-4e19-8754-322460593e7a, Trầm Đức Đạt, 05/07/2005, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
f0aeab7c-ada2-41aa-8356-c3e3be46195c, Lê Bảo Hiếu, 10/12/2003, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
efa20862-52f4-4760-8a07-7adffa544016, Hồ Thu Lan, 09/12/2002, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
848b167c-e775-484f-93f6-7ca20942bf39, Đoàn Quỳnh Ý, 30/08/2001, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
6cc568de-eda7-44aa-9af7-276f25e97755, Phạm Thị Giang, 30/05/2002, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
31ac511e-f6f3-40af-bb6c-2b526a977a70, Trần Kim Hà, 11/03/2004, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
59356428-d233-4be5-b308-291bc00ad4b2, Hà Văn Khánh, 11/08/2005, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
44561858-d382-494f-a6d1-d7d83c7a6f02, Lý Công Huy, 11/05/2002, Male, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
900852f4-2b84-4167-9cb1-35f276a55a9c, Trầm Tiểu Kiều, 24/02/2002, Female, cf705c1b-56b1-4bb5-8c6f-28f3371cb7ba
ccfc95ec-ef6b-445a-87f0-dcd481da921f, Phạm Công Hòa, 06/02/2002, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
5e1073b1-4f07-4703-8bfd-cd60421474af, Hà Nhật Lan, 27/09/2001, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
823d6e48-730f-457b-b07d-5c697e47a0d0, Hồ Ngọc Ý, 26/05/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
49efe78f-fc06-449b-90e7-552a3285dd5a, Hà Tử Kiều, 02/12/2001, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
b461a59c-55bd-464b-9e8d-6fa85b755600, Trần Bảo Vân, 25/05/2003, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
255b03ab-3b3d-44b4-bda2-2efc307a13e7, Lại Bá Dương, 14/10/2004, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
571ffd95-fc3b-4775-a65a-3ae91909a278, Kiều Ngọc Vy, 23/01/2004, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
8f6e9c6f-378f-4ec4-bfd9-70973b544aa4, Lý Thanh Châu, 06/03/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
6306b8b6-3698-4046-adfb-bb25197c4c0a, Trần Thu Ý, 02/12/2001, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
d9d277c3-6def-4325-8f41-4b7a9e0b74c9, Võ Thanh Châu, 25/07/2003, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
7c2df186-3724-4dae-ab8f-073145ca828f, Đoàn Xuân Thịnh, 21/03/2001, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
9587beeb-7656-4233-9a78-1b9c12aa5a79, Nguyễn Hoàng Dương, 23/07/2002, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
cf91a213-96b3-4406-8eee-648839654380, Hà Ngọc Hoa, 24/10/2001, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
8307dbfb-e2d0-4509-aace-670860a4852b, Bùi Như Yến, 20/01/2002, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
4827ec93-982c-41a8-bc87-d3202ee87c43, Bùi Bá Hiếu, 17/06/2003, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
be0dbde1-de97-4bfd-99fc-966f53a2adf8, Trầm Thế Hòa, 29/08/2005, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
ed549cb3-133e-47a4-9395-e696c208a99f, Lý Công Hùng, 21/03/2002, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
1323d777-6881-4879-aac1-14ddbfc647c0, Kiều Bá Dương, 25/03/2005, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
3b34a54e-b5a2-4b53-a069-a7da84b4b2bf, Võ Minh Hùng, 04/01/2003, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
d4e3172d-0e5b-47ca-b014-0ec78c0227d6, Trầm Xuân Long, 30/09/2005, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
d4daa114-44cc-459a-80a5-dc1386a8fadf, Hà Thị Hoa, 06/03/2004, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
207164ea-f49f-41df-acf2-dc660a15ac2d, Trần Đức Long, 04/02/2002, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
74d4b6f4-c84f-4554-a8a9-25eda7ed3b48, Lại Kim Ý, 30/10/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
d89f9b7e-a2ae-491b-9cb1-a88f2884657e, Trầm Thu Hoa, 17/01/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
9b0eea6f-e31c-4953-b41c-dbbe01ed2c75, Phạm Hoàng Đạt, 16/01/2005, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
87f15d61-8b0d-4bdd-8c91-1d8383bbde8f, Trần Trọng Đạt, 06/12/2001, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
75bf5700-1c9a-40f8-b3be-3cd31a49caac, Lê Thế Hòa, 19/09/2001, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
9eb74bb2-e429-4a0d-b44a-8441d9cb7c62, Hà Kim Thy, 03/06/2001, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
f0d1e0ca-6d91-4fb0-a317-e72ef5bb526d, Trầm Ngọc Lan, 20/11/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
8f5df881-f824-430a-bba3-665fa5da0d46, Hà Đặng Thy, 30/06/2002, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
90c5dac0-9e73-4178-b9c5-3d52119ca92b, Hà Thanh Yến, 17/07/2002, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
33fe7962-4c76-4ecc-965e-d4627a96e627, Kiều Diệu Giang, 04/06/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
12bd8ab6-04ef-4675-a44c-4c37daf9819f, Kiều Minh Hòa, 22/06/2001, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
3fd986ef-791e-4124-8cba-90a0881d8c5c, Nguyễn Đoàn Hiếu, 12/04/2001, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
ef841474-1661-46b7-be0f-5f2016d12168, Nguyễn Tử Yến, 10/07/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
4e262a5e-47f7-4302-8168-bac04b4dec97, Bùi Anh Huy, 22/01/2004, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
fce3899a-f2af-4362-8fdb-98cc99b48cc2, Đoàn Đặng Thảo, 13/04/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
924e645d-9acc-43a4-823e-1957496f877a, Kiều Hoàng Yến, 12/02/2003, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
7fc4472e-455c-42d7-a16f-2fd2607d8841, Võ Xuân Yến, 07/09/2004, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
3eed62b7-dba2-418b-9f1d-bc4e1e6a73be, Phạm Dương Sơn, 19/09/2001, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
5b876ab6-db1c-4aa6-bc7e-b1178063f28b, Bùi Kim Yến, 30/12/2004, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
48179544-b091-4bd3-ac9d-a14d5fa79217, Đoàn Trọng Hùng, 05/07/2001, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
a49993c2-e498-4a84-b1dc-d11ef52b3a62, Lý Thế Sơn, 11/01/2005, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
ea5f7c95-3551-4b68-8d5b-6852dbb0ea02, Lại Thúy Giang, 21/04/2002, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
5f90a87c-2952-4172-8101-2dd2efe016ff, Phạm Ngọc Thy, 05/04/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
e881be88-3a88-47e9-9280-ea520bde72ef, Nguyễn Thị Lan, 03/01/2002, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
6c8c9f28-4d9d-4a57-b834-68cd5dcebe54, Lại Bảo Thi, 05/09/2005, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
f57fdac7-b213-42b1-8677-b8eeac024ba3, Trầm Trọng Tuấn, 25/04/2002, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
d81bff16-7810-4b65-bf79-95d003309194, Võ Văn Hưng, 30/05/2003, Male, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
92db40df-6cdb-496e-8394-6ca584006dd0, Lý Thu Vy, 20/02/2001, Female, 4fe84e70-7d4a-4923-8333-e2a2522e19fd
d2d6cf93-d707-4ac7-aa9f-34bf4bab9486, Kiều Nhật Linh, 18/03/2004, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
b448acb8-c28b-448c-8c16-99ea3817c3df, Kiều Thanh Lan, 15/06/2001, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
d8ee6542-2aaf-4667-84b5-4867fbdab36d, Nguyễn Nhật Hà, 07/09/2004, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
225b011c-f356-4cb5-9b33-fb6877e33156, Bùi Thị Linh, 05/03/2002, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
d033eb7c-cf1d-4368-8f53-c31db01672c5, Phạm Kim Kiều, 30/06/2001, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
eb4b6244-10b8-44b9-8119-cd38a897fd0c, Trầm Minh Hoàng, 21/05/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
4b2f155e-177d-4c6d-9cef-6f7de1ec4b05, Võ Trọng Đạt, 30/10/2001, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
96a9d1b8-7e51-463f-85b4-63ccaae05577, Lý Minh Hùng, 09/11/2005, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
37770831-6cc4-4b32-b433-36c156fcfd99, Lại Diệu Mai, 11/08/2003, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
d3645a00-0de0-463c-97af-63f3e1a3d527, Đoàn Bảo Hiếu, 17/06/2002, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
e7ef4c7c-9576-4db2-aabc-aa9d5dace404, Hồ Dương Khánh, 18/08/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
b5b96d33-f1d7-4c6b-998c-f797e589a2f2, Hà Tử Thy, 17/09/2003, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
52c517a0-2b1b-4869-8751-9d236a6dc184, Trầm Văn Thịnh, 25/09/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
e704d166-6cc8-48fe-80e3-bda282d34ac0, Lại Minh Hiếu, 12/07/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
c89803a8-88c5-4b2a-969f-190ab9afb38d, Lý Trọng Khánh, 18/03/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
385bb9a1-143b-487b-9a22-ddf48c0ce9c5, Trần Văn Tuấn, 09/10/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
6a2e011d-85f1-4104-8ee6-86f9487a241b, Lại Diệu Thi, 13/06/2002, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
f9a923ec-458b-4b95-a337-74200bdbd75e, Nguyễn Thanh Yến, 03/12/2002, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
508bc009-4ebd-4e6f-917a-af74d73a03f9, Hồ Tiểu Ý, 30/09/2002, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
3c73174d-16ce-412b-a85a-18d005fb2dd2, Hà Công Long, 25/06/2005, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
e62d513e-9a8c-4d82-bed6-d957f7d10fad, Võ Trường Long, 06/11/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
91359e90-ef45-4407-966a-f20e1aa46726, Trầm Công Hòa, 14/02/2001, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
c2361d58-fd95-4938-b4a0-a696290b2760, Kiều Đức Hoàng, 04/05/2001, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
3f003916-4dca-422e-9b17-e21751cf0ed4, Kiều Thế Thông, 05/07/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
7bebbb48-a187-4ce3-b8a1-baa00c0ad818, Hà Thu Hà, 11/01/2004, Female, aaa56dad-2e16-447b-b07f-9112e08e3aa9
cabaa9b8-8ea6-4df8-818a-31f357b064cd, Phạm Đoàn Sơn, 24/09/2004, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
e3c3b2ed-7d36-4035-bfef-d0291c76a150, Lê Trường Đạt, 10/02/2001, Male, aaa56dad-2e16-447b-b07f-9112e08e3aa9
